FileName,Autor,Categoria,GPSLatitude,GPSLongitude,GPSAltitude,GPSImgDirection,CreateDate,Especie_tentativa,Confianza_ID,Estatus_nativo_SG,Clima_referencia
JANELLE_V1_IMG_5710.JPG,Janelle,abiotic,"1 deg 20' 24.97"" N","103 deg 52' 25.22"" E",22.7 m Above Sea Level,253.948654,2026:09:05 11:26:47,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8337.HEIC,Daniela,abiotic,"1 deg 20' 25.89"" N","103 deg 52' 28.60"" E",31.7 m Above Sea Level,69.29476923,2026:09:05 11:39:37,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5730.JPG,Janelle,abiotic,"1 deg 20' 19.89"" N","103 deg 52' 26.38"" E",26.3 m Above Sea Level,56.41714479,2026:09:05 13:53:22,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8360.HEIC,Daniela,abiotic,"1 deg 20' 17.51"" N","103 deg 52' 26.76"" E",24.6 m Above Sea Level,276.4363709,2026:09:05 14:01:25,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5724.JPG,Janelle,abiotic,"1 deg 20' 20.37"" N","103 deg 52' 25.33"" E",22.8 m Above Sea Level,212.7676849,2026:09:05 13:52:00,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8321.HEIC,Daniela,abiotic,"1 deg 20' 19.12"" N","103 deg 52' 27.06"" E",20 m Above Sea Level,231.2637178,2026:09:05 11:03:40,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5725.JPG,Janelle,abiotic,"1 deg 20' 19.55"" N","103 deg 52' 26.15"" E",25.1 m Above Sea Level,208.101425,2026:09:05 13:52:05,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5731.JPG,Janelle,abiotic,"1 deg 20' 19.88"" N","103 deg 52' 26.35"" E",26 m Above Sea Level,57.25625227,2026:09:05 13:53:23,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5705.JPG,Janelle,abiotic,"1 deg 20' 23.42"" N","103 deg 52' 24.97"" E",22.2 m Above Sea Level,187.384033,2026:09:05 11:20:57,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5711.JPG,Janelle,abiotic,"1 deg 20' 26.81"" N","103 deg 52' 23.57"" E",30.3 m Above Sea Level,119.6979446,2026:09:05 11:31:22,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5715.JPG,Janelle,abiotic,"1 deg 20' 26.26"" N","103 deg 52' 28.43"" E",27.2 m Above Sea Level,134.0832672,2026:09:05 11:31:58,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5735.JPG,Janelle,abiotic,"1 deg 20' 19.88"" N","103 deg 52' 26.59"" E",31.6 m Above Sea Level,48.81257631,2026:09:05 13:54:33,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5675.JPG,Janelle,abiotic,"1 deg 20' 18.72"" N","103 deg 52' 25.66"" E",20.7 m Above Sea Level,236.0453642,2026:09:05 10:52:32,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5649.JPG,Janelle,abiotic,"1 deg 20' 17.63"" N","103 deg 52' 22.88"" E",16.6 m Above Sea Level,19.01114847,2026:09:05 10:32:07,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5648.JPG,Janelle,abiotic,"1 deg 20' 17.09"" N","103 deg 52' 23.30"" E",17.7 m Above Sea Level,20.54696466,2026:09:05 10:32:04,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5674.JPG,Janelle,abiotic,"1 deg 20' 19.06"" N","103 deg 52' 25.66"" E",18.5 m Above Sea Level,275.4252014,2026:09:05 10:50:19,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5660.JPG,Janelle,abiotic,"1 deg 20' 20.60"" N","103 deg 52' 25.19"" E",10.3 m Above Sea Level,0.2170518636,2026:09:05 10:44:29,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5734.JPG,Janelle,abiotic,"1 deg 20' 19.95"" N","103 deg 52' 26.81"" E",30.2 m Above Sea Level,341.8166811,2026:09:05 13:54:25,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8361.HEIC,Daniela,abiotic,"1 deg 20' 17.90"" N","103 deg 52' 26.70"" E",23.6 m Above Sea Level,267.408661,2026:09:05 14:01:47,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5714.JPG,Janelle,abiotic,"1 deg 20' 26.15"" N","103 deg 52' 28.40"" E",19.6 m Above Sea Level,132.187996,2026:09:05 11:31:57,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5716.JPG,Janelle,abiotic,"1 deg 20' 26.22"" N","103 deg 52' 28.46"" E",26.8 m Above Sea Level,128.9662666,2026:09:05 11:32:00,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8316.HEIC,Daniela,abiotic,"1 deg 20' 18.65"" N","103 deg 52' 26.65"" E",19 m Above Sea Level,88.80947867,2026:09:05 10:51:50,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5736.JPG,Janelle,abiotic,"1 deg 20' 19.93"" N","103 deg 52' 26.73"" E",30.8 m Above Sea Level,82.57683561,2026:09:05 13:55:04,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5662.JPG,Janelle,abiotic,"1 deg 20' 19.88"" N","103 deg 52' 25.49"" E",7 m Above Sea Level,74.02413947,2026:09:05 10:45:33,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5689.JPG,Janelle,abiotic,"1 deg 20' 19.71"" N","103 deg 52' 26.26"" E",22.7 m Above Sea Level,38.23907471,2026:09:05 11:04:31,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8357.HEIC,Daniela,abiotic,"1 deg 20' 16.36"" N","103 deg 52' 24.07"" E",23.9 m Above Sea Level,16.21009444,2026:09:05 13:58:58,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5688.JPG,Janelle,abiotic,"1 deg 20' 19.72"" N","103 deg 52' 26.35"" E",23.8 m Above Sea Level,43.28186418,2026:09:05 11:04:27,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5663.JPG,Janelle,abiotic,"1 deg 20' 19.90"" N","103 deg 52' 25.49"" E",6.7 m Above Sea Level,77.22332762,2026:09:05 10:45:36,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8394.HEIC,Daniela,abiotic,"1 deg 20' 18.85"" N","103 deg 52' 25.50"" E",25.4 m Above Sea Level,251.668701,2026:09:05 14:16:38,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5737.JPG,Janelle,abiotic,"1 deg 20' 19.87"" N","103 deg 52' 26.76"" E",31.8 m Above Sea Level,85.50525665,2026:09:05 13:55:05,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8414.HEIC,Daniela,abiotic,"1 deg 20' 19.67"" N","103 deg 52' 22.03"" E",21 m Above Sea Level,137.9637908,2026:09:05 14:40:30,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5717.JPG,Janelle,abiotic,"1 deg 20' 26.09"" N","103 deg 52' 28.35"" E",31.4 m Above Sea Level,253.7564544,2026:09:05 11:40:10,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5703.JPG,Janelle,abiotic,"1 deg 20' 23.42"" N","103 deg 52' 24.67"" E",20.4 m Above Sea Level,118.2045518,2026:09:05 11:20:40,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8354.HEIC,Daniela,human,"1 deg 20' 17.24"" N","103 deg 52' 22.50"" E",21.5 m Above Sea Level,106.2066344,2026:09:05 13:56:16,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5691.JPG,Janelle,human,"1 deg 20' 19.06"" N","103 deg 52' 24.89"" E",21.8 m Above Sea Level,236.3230743,2026:09:05 11:06:15,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5690.JPG,Janelle,human,"1 deg 20' 19.06"" N","103 deg 52' 24.89"" E",21.8 m Above Sea Level,234.2523191,2026:09:05 11:06:14,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5720.JPG,Janelle,human,"1 deg 20' 25.64"" N","103 deg 52' 28.43"" E",33.3 m Above Sea Level,34.6655731,2026:09:05 11:43:10,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5708.JPG,Janelle,human,"1 deg 20' 25.12"" N","103 deg 52' 24.86"" E",21.1 m Above Sea Level,291.707428,2026:09:05 11:25:26,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5640.JPG,Janelle,human,"1 deg 20' 17.20"" N","103 deg 52' 22.64"" E",13.1 m Above Sea Level,24.36032106,2026:09:05 10:28:33,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5721.JPG,Janelle,human,"1 deg 20' 25.63"" N","103 deg 52' 28.46"" E",32.3 m Above Sea Level,45.90164188,2026:09:05 11:43:13,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5694.JPG,Janelle,human,"1 deg 20' 19.93"" N","103 deg 52' 26.13"" E",23.7 m Above Sea Level,36.75652693,2026:09:05 11:06:24,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8352.HEIC,Daniela,human,"1 deg 20' 17.35"" N","103 deg 52' 22.61"" E",23.2 m Above Sea Level,131.1429139,2026:09:05 13:56:01,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8369.HEIC,Daniela,human,"1 deg 20' 18.81"" N","103 deg 52' 25.66"" E",23.2 m Above Sea Level,197.162384,2026:09:05 14:03:41,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8406.HEIC,Daniela,human,"1 deg 20' 16.50"" N","103 deg 52' 24.09"" E",19 m Above Sea Level,69.76499938,2026:09:05 14:31:35,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5637.JPG,Janelle,human,"1 deg 20' 16.57"" N","103 deg 52' 22.39"" E",21.8 m Above Sea Level,40.83336263,2026:09:05 10:28:04,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5702.MOV,Janelle,human,"1 deg 20' 21.84"" N","103 deg 52' 26.40"" E",22.509 m,,2026:09:05 03:18:19,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5638.JPG,Janelle,human,"1 deg 20' 17.09"" N","103 deg 52' 22.25"" E",26.3 m Above Sea Level,41.08364106,2026:09:05 10:28:04,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5639.JPG,Janelle,human,"1 deg 20' 17.09"" N","103 deg 52' 22.25"" E",26.3 m Above Sea Level,45.17693709,2026:09:05 10:28:04,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8393.HEIC,Daniela,human,"1 deg 20' 18.83"" N","103 deg 52' 25.58"" E",26.4 m Above Sea Level,212.2260742,2026:09:05 14:16:30,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5696.MOV,Janelle,human,"1 deg 20' 21.48"" N","103 deg 52' 25.68"" E",35.675 m,,2026:09:05 03:09:35,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8392.HEIC,Daniela,human,"1 deg 20' 18.82"" N","103 deg 52' 25.58"" E",25.5 m Above Sea Level,193.1989746,2026:09:05 14:16:26,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8415.HEIC,Daniela,human,"1 deg 20' 19.65"" N","103 deg 52' 22.03"" E",22.5 m Above Sea Level,181.5150451,2026:09:05 14:40:33,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8399.HEIC,Daniela,human,"1 deg 20' 19.55"" N","103 deg 52' 22.09"" E",27.3 m Above Sea Level,47.01211164,2026:09:05 14:24:13,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8398.HEIC,Daniela,human,"1 deg 20' 19.56"" N","103 deg 52' 22.09"" E",25.6 m Above Sea Level,41.22720721,2026:09:05 14:24:11,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_c11fbb52.JPG,Daniela,other,,,,,2026:09:05 14:09:36,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5651.JPG,Janelle,other,"1 deg 20' 17.36"" N","103 deg 52' 22.55"" E",13 m Above Sea Level,44.25185775,2026:09:05 10:32:12,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5697.JPG,Janelle,other,"1 deg 20' 20.36"" N","103 deg 52' 23.14"" E",25.1 m Above Sea Level,73.4070969,2026:09:05 11:11:16,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5641.JPG,Janelle,other,"1 deg 20' 17.23"" N","103 deg 52' 22.64"" E",13.1 m Above Sea Level,41.70758056,2026:09:05 10:28:37,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5631.JPG,Janelle,other,"1 deg 20' 19.64"" N","103 deg 52' 22.34"" E",17.1 m Above Sea Level,93.53493014,2026:09:05 09:35:09,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5630.JPG,Janelle,other,"1 deg 20' 19.61"" N","103 deg 52' 22.34"" E",17.4 m Above Sea Level,96.23689802,2026:09:05 09:35:08,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5837.JPG,Janelle,other,"1 deg 20' 20.50"" N","103 deg 52' 25.19"" E",22.6 m Above Sea Level,185.0097504,2026:09:05 14:31:06,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5633.JPG,Janelle,other,"1 deg 20' 19.65"" N","103 deg 52' 22.34"" E",15.2 m Above Sea Level,105.1199875,2026:09:05 09:35:57,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5627.JPG,Janelle,other,"1 deg 20' 18.32"" N","103 deg 52' 23.68"" E",20.2 m Above Sea Level,86.6754761,2026:09:05 09:34:54,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5788.JPG,Janelle,other,"1 deg 20' 23.83"" N","103 deg 52' 27.37"" E",36.3 m Above Sea Level,338.7298277,2026:09:05 14:15:30,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5777.JPG,Janelle,other,"1 deg 20' 22.28"" N","103 deg 52' 28.63"" E",33.3 m Above Sea Level,33.12589262,2026:09:05 14:12:09,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5636.JPG,Janelle,other,"1 deg 20' 19.79"" N","103 deg 52' 22.39"" E",19.9 m Above Sea Level,157.5848694,2026:09:05 09:36:36,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5634.JPG,Janelle,other,"1 deg 20' 19.54"" N","103 deg 52' 22.36"" E",17.1 m Above Sea Level,103.5984802,2026:09:05 09:35:59,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5635.JPG,Janelle,other,"1 deg 20' 19.76"" N","103 deg 52' 22.31"" E",20.7 m Above Sea Level,148.9000245,2026:09:05 09:36:34,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5787.JPG,Janelle,other,"1 deg 20' 23.48"" N","103 deg 52' 28.27"" E",21.7 m Above Sea Level,342.6300353,2026:09:05 14:15:26,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5816.JPG,Janelle,other,"1 deg 20' 25.72"" N","103 deg 52' 28.30"" E",24.3 m Above Sea Level,16.39070892,2026:09:05 14:18:52,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5815.JPG,Janelle,other,"1 deg 20' 25.69"" N","103 deg 52' 28.30"" E",24.5 m Above Sea Level,63.1210823,2026:09:05 14:18:46,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_IMG_8311.HEIC,Daniela,other,"1 deg 20' 16.96"" N","103 deg 52' 21.84"" E",20.2 m Below Sea Level,64.72246548,2026:09:05 10:27:36,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V2_IMG_5838.JPG,Janelle,other,"1 deg 20' 21.67"" N","103 deg 52' 25.82"" E",19.4 m Above Sea Level,166.9627989,2026:09:05 14:31:10,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5629.JPG,Janelle,other,"1 deg 20' 19.55"" N","103 deg 52' 22.34"" E",19.9 m Above Sea Level,101.9880095,2026:09:05 09:35:04,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5628.JPG,Janelle,other,"1 deg 20' 19.40"" N","103 deg 52' 22.23"" E",28 m Above Sea Level,93.7771209,2026:09:05 09:34:58,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5698.JPG,Janelle,other,"1 deg 20' 22.34"" N","103 deg 52' 26.29"" E",23.1 m Above Sea Level,53.70446399,2026:09:05 11:12:29,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
DANIELA_99cefd70.JPG,Daniela,other,,,,,2026:09:05 14:09:36,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5676.JPG,Janelle,other,"1 deg 20' 18.68"" N","103 deg 52' 26.07"" E",20.9 m Above Sea Level,232.8078613,2026:09:05 10:52:34,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
JANELLE_V1_IMG_5677.JPG,Janelle,other,"1 deg 20' 18.76"" N","103 deg 52' 26.21"" E",14.8 m Above Sea Level,230.0858765,2026:09:05 10:52:36,,,,"5 sept 2026, 30-33.5C, sin lluvia, despejado (ver species_native_status.md)"
